"country","pageid","wikidataid","wikititle","name","sex","ethnicity","religion","birth","death","birthplace","deathplace","wiki_url","extracted_text"
"DEU","237774","Q694553","Arno_Schmidt_(Politiker)","Arno Schmidt","male",NA,"protestantism evangelical",1945-12-20,NA,"51.47194,14.13806",NA,"https://de.wikipedia.org/wiki/Arno_Schmidt_(Politiker)","Schmidt ging auf die Polytechnische Oberschule in Laubusch und besuchte anschließend bis 1966 eine kaufmännische Berufsschule in Cottbus, an der er einen Abschluss als Zahntechniker erwarb. Bereits 1964 wurde er Gewerkschaftsmitglied. Im Jahr 1968 begann er seinen Grundwehrdienst zu leisten, was bis 1970 andauerte. An der Zahntechnikermeisterschule in Halle machte Schmidt bis 1972 sein Meisterdiplom. Anschließend besuchte er die Fachschule für Gesundheits- und Sozialwesen in Potsdam, an der er 1976 einen Abschluss als Medizinpädagoge erreichte. Er betätigte sich als Lehrer in Fachschulen und arbeitete auch als Ausbildungsleiter für Zahntechnik. Im Jahr 1989 schloss er zuletzt noch an der Humboldt-Universität in Berlin ein Studium als Diplompädagoge ab. 
"
"DEU","2964218","Q124116","Arnold_Poepke","Arnold Poepke","male",NA,"protestantism evangelical",1901-11-25,1989-07-14,"52.65,16.8167","51.70667,10.00111","https://de.wikipedia.org/wiki/Arnold_Poepke",""
"DEU","5812028","Q696432","Arnold_Vaatz","Arnold Vaatz","male","white","protestantism lutheran",1955-08-09,NA,"50.76667,12.06667",NA,"https://de.wikipedia.org/wiki/Arnold_Vaatz","Nach dem Abitur 1974 an der Erweiterten Oberschule (EOS) in Greiz absolvierte Vaatz seinen 18-monatigen Grundwehrdienst in der NVA und begann 1976 ein Studium der Mathematik an der Technischen Universität Dresden, das er 1981 als Diplom-Mathematiker beendete. Später schloss er im Fernstudium das Fach Evangelische Theologie ab und erhielt die Befähigung zur freien Wortverkündigung.[1] Nach seinem Mathematikstudium war er zunächst als wissenschaftlicher Mitarbeiter und ab 1987 als Gruppenleiter für Computertechnik beim VEB Komplette Chemieanlagen Dresden tätig. Ende 1982 wurde er wegen Reservewehrdienstverweigerung aufgrund der Einführung des Kriegsrechtes in Polen 1982[2] zu einer Freiheitsstrafe von sechs Monaten verurteilt, die er bis Mai 1983 in der Strafvollzugsanstalt Unterwellenborn verbüßte. Dort wurde er zur Zwangsarbeit im Stahlwerk Maxhütte (Unterwellenborn) verpflichtet.[3][4][5]
Seit seinem 20. Lebensjahr wurde Vaatz von der Staatssicherheit überwacht, nachdem er sich dem Kreis um den Lyriker Reiner Kunze angeschlossen hatte.[6] Ab Oktober 1989 arbeitete Vaatz in der Gruppe der 20 mit und war maßgeblich bei der Besetzung der Bezirksverwaltung Dresden des Ministeriums für Staatssicherheit (MfS) am 5. Dezember 1989 beteiligt.[7] Zusammen mit Steffen Heitmann war Vaatz im Bürgerkomitee zur Auflösung der Bezirksverwaltung und der Kreisdienststelle Dresden des MfS tätig.

Mitte Juni 1990 wurde Vaatz als stellvertretender Regierungsbevollmächtigter für den Bezirk Dresden von der Regierung de Maizière eingesetzt. In dieser Funktion sowie als Vorsitzender des Koordinierungsausschusses zur Bildung des Landes Sachsen war er tonangebend bei der Wiedergründung des Freistaates Sachsen am 3. Oktober 1990.

Arnold Vaatz ist verheiratet und hat vier Kinder. Privat beschäftigt er sich mit Briefmarkenkunde. So wurde Vaatz im April 2015 zu einem Prüfer im Bund Philatelistischer Prüfer berufen. Sein Prüfgebiet ist Sachsen.[8]"
"DEU","261243","Q696449","Arnold_Verhoeven","Arnold Verhoeven","male",NA,"catholicism",1905-10-21,1998-08-02,"51.56667,6.73333",NA,"https://de.wikipedia.org/wiki/Arnold_Verhoeven","Verhoeven machte an einem Humanistischen Gymnasium sein Abitur und studierte anschließend Philosophie, Germanistik und Geschichte. Nach ein paar Kursen in Zeitungswissenschaften und Jura, arbeitete er zunächst als freier Journalist in Wien. Allerdings wurde er 1938 von der Reichsschrifttumskammer nicht zugelassen und darauf aus Österreich ausgewiesen. Er arbeitete dann ein Jahr lang beim Landesarbeitsamt in Köln als Berufsberater, wo er aber 1939 auf Forderung der Gauleitung Essen entlassen wurde. Ab 1940 arbeitete er dann für Thyssen in Duisburg. Von 1941 an nahm er bis 1944 am Zweiten Weltkrieg teil. Nach dem Krieg wurde er Handlungsbevollmächtigter und seit 1950 arbeitete er für die Bergwerksgesellschaft Walsum in Dinslaken. Während dieser Zeit wurde er auch von 1946 bis 1952 Vorsitzender des Aufsichtsrates der Dinslakener Kreiswohnbau GmbH.
"
"DEU","6098250","Q697700","Arnulf_Kriedner","Arnulf Kriedner","male","white","protestantism evangelical",1938-05-16,NA,"50.9139,13.8153",NA,"https://de.wikipedia.org/wiki/Arnulf_Kriedner",""
"DEU","2461633","Q708792","Arthur_Busch","Arthur Busch","male",NA,NA,1900-03-02,1982-05-07,"53.55,10","53.73333,9.89722","https://de.wikipedia.org/wiki/Arthur_Busch","Nach dem Schulbesuch absolvierte Busch eine Ausbildung zum Maler, arbeitete anschließend in diesem Beruf und machte sich 1921 selbständig. 1922 bestand er die Prüfung als Malermeister. Nach der Machtübernahme der Nationalsozialisten wurde er wegen Vorbereitung zum Hochverrat angeklagt und von 1934 bis 1937 in einem Konzentrationslager interniert. Er leistete seit 1942 Luftschutzdienst, wurde 1945 zwangsweise an die Ostfront versetzt und geriet zuletzt in Gefangenschaft.

Nach der Entlassung aus der Kriegsgefangenschaft musste Busch seinen während des Zweiten Weltkriegs zerstörten Betrieb wieder aufbauen. Er war von 1946 bis 1954 Erster Obermeister der Malerinnung Hamburg, wurde dann Landesinnungsmeister und war später Vizepräsident des Hauptverbandes. In den 1950er Jahren zog er nach Hamburg-Fuhlsbüttel.

Seine letzte Ruhestätte fand Arthur Busch auf dem Friedhof Ohlsdorf. Dort wurde er im Ehrenfeld der Geschwister-Scholl-Stiftung beigesetzt.
"
"DEU","1071074","Q709249","Arthur_Enk","Arthur Enk","male",NA,"protestantism evangelical",1894-07-15,1976-04-24,"50.11361,8.67972","52.32028,10.23361","https://de.wikipedia.org/wiki/Arthur_Enk","Nach der Schule absolvierte Enk, der evangelischen Glaubens war, eine Banklehre in Frankfurt am Main und arbeitete dort und später in Düsseldorf, Essen, Berlin und Hamburg. 1937 übernahm er den in Familienbesitz befindlichen Betrieb der Telefonbranche, den er 1945 nach Peine verlegte. Er gehörte dem Vorstand der zuständigen Industrie- und Handelskammer sowie des „Großhandelsbundes Niedersachsen“ an. Von 1949 bis 1976 war er Präsident des Landesverbandes der Kulturvereinigungen in Niedersachsen.

Seit 1946 war Enk Stadtverordneter in Peine und Mitglied des Peiner Kreistages. Von 1957 bis 1961 und von 1965 bis 1969 gehörte er dem Deutschen Bundestag an, wo er den Wahlkreis Peine – Gifhorn vertrat. Nach dem Tode von Konrad Adenauer 1967 war er der älteste Bundestagsabgeordnete der fünften Legislaturperiode.
"
"DEU","281370","Q709593","Arthur_Grundmann","Arthur Grundmann","male",NA,NA,1920-03-23,1987-08-16,"51.55,7.21667","50.73389,7.09972","https://de.wikipedia.org/wiki/Arthur_Grundmann",""
"DEU","1377344","Q710144","Arthur_Killat","Arthur Killat","male",NA,"protestantism evangelical",1912-11-20,1999-05-11,"47.99472,7.84972","51.21667,6.81667","https://de.wikipedia.org/wiki/Arthur_Killat","Nach dem Besuch der Volks- und Mittelschule absolvierte Killat eine kaufmännische Ausbildung mit einem angeschlossenen Volontariat im Hotelwesen. Er trat 1931 in die Reichswehr ein, arbeitete von 1936 bis 1939 als Sporttrainer und war in dieser Funktion unter anderem an der Reichsakademie für Leibesübungen tätig. Von 1939 bis 1945 nahm er als Soldat am Zweiten Weltkrieg teil. Er wurde mehrfach verwundet, zunächst zum Stabsfeldwebel befördert und schließlich zum Leutnant der Reserve ernannt.

Nach dem Kriegsende siedelte Killat als Heimatvertriebener aus Ostpreußen nach Westdeutschland über und ließ sich in Schleswig-Holstein nieder. Er war 1945/46 Gründungsmitglied der Deutschen Angestellten-Gewerkschaft (DAG) für den Bezirk West-Holstein, nahm 1946 eine Tätigkeit als Sekretär im Hauptvorstand der DAG Hamburg auf und war 1947/48 Landessekretär der DAG für Niedersachsen. Von 1949 bis 1955 fungierte er als Leiter des Angestellten-Sekretariats im DGB-Bundesvorstand in Düsseldorf. Anschließend war er von 1955 bis 1961 stellvertretender Vorsitzender der Gewerkschaft Handel, Banken und Versicherungen (HBV).
"
"DEU","328135","Q710631","Arthur_Mertins","Arthur Mertins","male","white","protestantism evangelical",1898-04-25,1979-12-09,"55.08333,21.88333","53.8,8.9","https://de.wikipedia.org/wiki/Arthur_Mertins",""
"DEU","172101","Q714149","Artur_Anders","Artur Anders","male",NA,"catholicism",1896-01-21,1976-07-13,"51.10773,17.03533","52.175,7.86667","https://de.wikipedia.org/wiki/Artur_Anders","Nach dem Schulbesuch absolvierte Anders eine kaufmännische Ausbildung, arbeitete anschließend als Angestellter und nahm von 1914 bis 1918 als Soldat am Ersten Weltkrieg teil. Von 1920 bis 1933 war er Geschäftsführer des Zentralverbandes der Angestellten (ZdA) in Osnabrück, Düsseldorf und Essen.

Nach der Machtübernahme der Nationalsozialisten wurde Anders mehrfach in „Schutzhaft“ genommen. Sein einziger Sohn Karl (* 1922) starb 1944 als Soldat in Russland. Seit 1934 war Artur Anders als Angestellter und Geschäftsführer bei Angestellten-Krankenkassen beschäftigt. 

Von 1945 bis 1961 war Anders Stadtdirektor in Lengerich.
"
"DEU","494187","Q122011","Artur_Auernhammer","Artur Auernhammer","male","white","protestantism lutheran",1963-03-09,NA,"49.03,11.0481",NA,"https://de.wikipedia.org/wiki/Artur_Auernhammer",""
"DEU","1304999","Q714469","Artur_Jahn","Artur Jahn","male",NA,"protestantism evangelical",1904-03-18,1983-10-16,"48.77611,9.1775","48.64833,9.45111","https://de.wikipedia.org/wiki/Artur_Jahn",NA
"DEU","2487564","Q714565","Artur_Ladebeck","Artur Ladebeck","male",NA,NA,1891-04-17,1963-10-12,"52.51667,13.38333","52.01667,8.51667","https://de.wikipedia.org/wiki/Artur_Ladebeck",""
"DEU","2896047","Q714665","Artur_Missbach","Artur Missbach","male",NA,"protestantism lutheran",1911-09-21,1988-09-04,"51.10333,13.67","53.07694,8.80889","https://de.wikipedia.org/wiki/Artur_Missbach",""
"DEU","245864","Q714882","Artur_Stegner","Artur Stegner","male",NA,"protestantism evangelical",1907-06-10,1986-08-05,NA,"47.72472,12.87694","https://de.wikipedia.org/wiki/Artur_Stegner",""
"DEU","244795","Q100304","Arved_Deringer","Arved Deringer","male","white","protestantism evangelical",1913-06-04,2011-10-25,"49,32","48.77611,9.1775","https://de.wikipedia.org/wiki/Arved_Deringer","Deringer wurde in der Ukraine als ältestes von acht Kindern geboren und kam nach dem Ersten Weltkrieg 1918 auf der Flucht vor der Oktoberrevolution mit seinen Eltern nach Deutschland. Nach dem Abitur am Joachimsthalschen Gymnasium in Templin in der Uckermark studierte er evangelische Theologie und Rechtswissenschaften in Tübingen, Kiel, Genf und Berlin. Dem Referendarexamen 1937 folgte – unterbrochen von mehreren Fronteinsätzen – das Assessorexamen 1942. Im Zweiten Weltkrieg war er Marineoffizier. Nach der Entlassung aus der französischen Kriegsgefangenschaft 1947 arbeitete er zunächst für die amerikanische Besatzungsmacht und war ab 1951 als Rechtsanwalt in Stuttgart tätig. 1952 assoziierte er sich mit Alfred Gleiss (1904–1997). 1961 schied Arved Deringer aus und gründete 1962 mit Claus Tessin (1927–2019[2]) in Bonn eine eigene, zunächst im Schwerpunkt kartellrechtlich tätige Anwaltskanzlei (Deringer-Tessin, später Deringer Tessin Herrmann & Sedemund), die 1970 nach Köln umzog, 2000 mit der internationalen Sozietät Freshfields zu Freshfields Deringer fusionierte und seit einer weiteren Fusion im selben Jahr mit der deutsch-österreichischen Sozietät Bruckhaus Westrick Heller Löber als Freshfields Bruckhaus Deringer firmiert.[3]
Er hatte sich 1992 aus dem aktiven Geschäft zurückgezogen und war anschließend von 1993 bis 1995 Berater des Antimonopolkomitees der Ukraine.

Deringer war verheiratet und hatte fünf Kinder.
"
"DEU","4872674","Q750543","Astrid_Damerow","Astrid Damerow","female","white","protestantism lutheran",1958-03-30,NA,"47.81944,8.34306",NA,"https://de.wikipedia.org/wiki/Astrid_Damerow",""
"DEU","7886910","Q15434482","Astrid_Freudenstein","Astrid Freudenstein","female","white","catholicism",1973-10-09,NA,"48.45,13.2",NA,"https://de.wikipedia.org/wiki/Astrid_Freudenstein",""
"DEU","4754230","Q101703","Astrid_Grotelüschen","Astrid Grotelüschen","female","white","catholicism",1964-12-09,NA,"50.94222,6.95778",NA,"https://de.wikipedia.org/wiki/Astrid_Grotelüschen","Grotelüschen wuchs in Brühl (Rheinland) auf, wo sie 1984 das Abitur am Erzbischöflichen St. Ursula-Gymnasium ablegte. Von 1984 bis 1990 studierte sie an der Universität Bonn Haushalts- und Ernährungswissenschaften und schloss als Diplom-Ökotrophologin ab. Sie war die erste in ihrer Familie, die ein Studium absolvierte.[3] Während ihrer Ausbildungszeit arbeitete sie (teils als Praktikantin) in der Lebensmittelindustrie, dem Bäcker- und Fleischerhandwerk, in Großküchen, im Seniorenwohnheim und in der Landwirtschaft. Im Sommer 1990 stieg sie in den damaligen Familienbetrieb ihrer Schwiegereltern, Deutschlands zweitgrößte Mastputen-Brüterei Ahlhorn, ein und übernahm 2001 gemeinsam mit ihrem Ehemann Garlich die Geschäftsführung.[4] Im Mai 2010 schied Grotelüschen in allen Funktionen aus der Unternehmensgruppe aus.[5] 2011 orientierte sie sich beruflich neu und nahm eine Beschäftigung in der Grotelüschen Immobilien und Verwaltungs GmbH & Co KG auf, bei der sie in Folge zur Geschäftsführerin (GmbH) bestellt wurde.[6]
Grotelüschen hat drei Kinder und wohnt in Ahlhorn, Gemeinde Großenkneten, südlich von Oldenburg.[7]"
"DEU","665530","Q750622","Astrid_Klug","Astrid Klug","female","white",NA,1968-02-04,NA,"49.31667,7.33333",NA,"https://de.wikipedia.org/wiki/Astrid_Klug","Nach dem Abitur 1987 am Mannlich-Gymnasium in Homburg absolvierte Astrid Klug ein Studium des Bibliothekswesens an der Fachhochschule für Bibliotheks- und Dokumentationswesen (1995 in die Fachhochschule Köln eingegliedert)[4] in Köln, welches sie 1990 als Diplom-Bibliothekarin (FH) beendete.[1] Anschließend arbeitete sie bis 1992 in der Bibliothek der Universität des Saarlandes in Saarbrücken. Von 1992 bis 2002 leitete sie das Amt für Presse- und Öffentlichkeitsarbeit in der Verwaltung des Saarpfalz-Kreises.
"
"DEU","2112377","Q750695","Astrid_Mannes","Astrid Mannes","female","white","protestantism evangelical",1967-01-02,NA,"51.17139,6.93944",NA,"https://de.wikipedia.org/wiki/Astrid_Mannes","Astrid Mannes schloss 1991 ihren Magisterstudiengang in den Fächern Geschichte (Hauptfach), Politische Wissenschaften und Öffentliches Recht ab. 1992/93 war sie Mitarbeiterin im Bund der Vertriebenen. 1993 bis 2000 arbeitete sie als Wissenschaftliche Mitarbeiterin im Deutschen Bundestag. 2001 bis 2003 war sie Pressesprecherin des Deutschen Didacta Verbandes. Von 2004 bis 2007 war sie Mitarbeiterin im Dekanat Ried der Evangelischen Kirche in Hessen und Nassau.

2005 promovierte sie mit einer Biographie über den Reichskanzler Constantin Fehrenbach.
"
"DEU","7898304","Q15784254","Astrid_Timmermann-Fechter","Astrid Timmermann-Fechter","female",NA,"protestantism lutheran",1963-06-22,NA,"51.66667,7.11667",NA,"https://de.wikipedia.org/wiki/Astrid_Timmermann-Fechter",""
"DEU","10354476","Q54821874","Ates_Gürpinar","Ates Gürpinar","male",NA,NA,1984-09-25,NA,"49.86667,8.65",NA,"https://de.wikipedia.org/wiki/Ates_Gürpinar",""
"DEU","234484","Q760643","August-Martin_Euler","August-Martin Euler","male",NA,NA,1908-05-09,1966-02-04,"51.31578,9.49792","50.84667,4.3525","https://de.wikipedia.org/wiki/August-Martin_Euler","Nach dem Abitur studierte Euler Rechtswissenschaft in Marburg und war anschließend von 1936 bis 1944 in verschiedenen juristischen Stellungen tätig. Seit 1939 war er als Justitiar der I.G. Farben Generalbevollmächtigter für Chemie in Berlin.[1] Euler, der eine Ausbildung bei der Schutzpolizei durchlaufen hatte, wurde am 29. November 1944 als Polizist zur Waffen-SS in das SS-Polizei-Regiment 2 Brandenburg eingezogen.[2]
1945/46 war er Landrat im Kreis Hersfeld. Anschließend war er als Rechtsanwalt tätig. 1953 gehörte er dem Club 53 um Arnold Bode an. Im September 1958 wurde er Generaldirektor bei der Versorgungsabteilung der EURATOM. 

Er war der Vater der späteren Hamburger FDP-Fraktionsvorsitzenden Maja Stadler-Euler.
"
"DEU","974495","Q760918","August_Berberich","August Berberich","male",NA,"catholicism",1912-03-18,1982-12-12,NA,NA,"https://de.wikipedia.org/wiki/August_Berberich","Berberich, der römisch-katholischen Glaubens war, übernahm in den 1930er Jahren den elterlichen Bauernhof. Im Zweiten Weltkrieg war er Soldat und wurde mehrfach verwundet. Nach dem Krieg wurde er Vizepräsident des Bauernverbandes Württemberg-Baden.
"
"DEU","298449","Q110914","August_Berlin_(Politiker)","August Berlin","male",NA,NA,1910-02-02,1981-07-11,"52.0158,8.92139","52.02722,8.91167","https://de.wikipedia.org/wiki/August_Berlin_(Politiker)","Nach der Volksschule absolvierte Berlin, der konfessionslos war, eine Maurerlehre. Bis 1945 arbeitete er in diesem Beruf. 1933 wurde er in Schutzhaft genommen. Von 1940 bis 1945 nahm er als Soldat am Zweiten Weltkrieg teil.
"
"DEU","1012096","Q761017","August_Bruse","August Bruse","male",NA,"catholicism",1903-10-26,1984-08-27,"51.11667,7.9","51.12361,8.06806","https://de.wikipedia.org/wiki/August_Bruse","Bruse, der römisch-katholischen Glaubens war, absolvierte nach dem Volksschulabschluss 1917 eine Lehre als Schlosser und Schweißer. Anschließend arbeitete er bei den Hüttenwerken Siegerland AG, wo er 1931 zum Werkmeister im Werk Attendorn aufstieg.

August Bruse war ein Großonkel von Andreas Hollstein, der als Bürgermeister der Stadt Altena nach einem Attentat bundesweit bekannt wurde.[1]"
"DEU","245996","Q761140","August_Dresbach","August Dresbach","male","white","protestantism evangelical",1894-11-13,1968-10-04,"50.9808,7.57056","50.9917,7.45","https://de.wikipedia.org/wiki/August_Dresbach","Dresbach wuchs im Ohlhagen auf. Sechs Jahre lang besuchte er dort die Schule, anschließend die Oberrealschule in Gummersbach. Nach dem Abitur studierte Dresbach, der evangelischen Glaubens war, Rechts- und Staatswissenschaften in Göttingen, wo er Mitglied der Burschenschaft Hannovera war, Bonn und Heidelberg, wo er mit einer Dissertation über die Situation der Waldbröler Pflasterer zum Dr. phil. promoviert wurde[1]. Im Ersten Weltkrieg, zu dem er sich als Kriegsfreiwilliger meldete, wurde sein Studium durch den Kriegsdienst mehrfach unterbrochen. Er kehrte aus dem Krieg als Leutnant der Reserve schwer verwundet zurück.

Nach dem Studium arbeitete er bis 1925 zunächst für die Handelskammern in Essen und Remscheid. 1923 wurde er von der französischen Besatzungsmacht im Ruhrgebiet verhaftet und zu sechs Monaten Gefängnis verurteilt. Von 1925 bis 1939 war er für die Kölnische Zeitung journalistisch tätig. Anschließend war er Referent im Landwirtschaftsamt in Düsseldorf, bevor er von 1941 bis 1943 erneut als Journalist, diesmal für die Frankfurter Zeitung, arbeitete. 1943/44 war er Referent der Landwirtschaftskammer in Wiesbaden. Ab 1944 war Dresbach zweiter Geschäftsführer der Gauwirtschaftskammer Köln-Aachen.

1946 wurde Dresbach Zweiter Hauptgeschäftsführer der IHK Köln und 1951 Hauptgeschäftsführer der IHK Essen.
"
"DEU","3192482","Q761629","August_Hanz","August Hanz","male","white","catholicism",1925-04-03,2008-02-06,"50.58417,7.91972","50.49389,7.895","https://de.wikipedia.org/wiki/August_Hanz","Nach dem Besuch der Volksschule begann Hanz, der römisch-katholischen Glaubens war, eine kaufmännische Ausbildung, die er allerdings unterbrechen musste, da er 1942 zum Reichsarbeitsdienst eingezogen wurde. Er leistete dann Wehrdienst und nahm als Soldat am Zweiten Weltkrieg teil. Bei Kriegsende geriet er in französische Gefangenschaft, aus der er 1948 entlassen wurde.

Nach der Rückkehr aus der Kriegsgefangenschaft setzte Hanz seine Ausbildung fort, die er 1948 mit der Kaufmannsgehilfenprüfung abschloss. Danach war er bis 1953 im Großhandel tätig. Von 1957 bis 1972 war er Landesbeauftragter der Arbeitsgemeinschaft Demokratischer Kreise für Rheinland-Pfalz, einer Organisation für Öffentlichkeitsarbeit. Anschließend arbeitete er als Referent bei der rheinland-pfälzischen Landesvertretung in Bonn. Hanz lebte bis zu seinem Tod in Meudt-Dahlen.
"
"DEU","1628772","Q762542","August_Kunst_(Politiker)","August Kunst","male",NA,"catholicism",1898-12-09,1980-05-23,"50.4375,7.82583","50.4375,7.82583","https://de.wikipedia.org/wiki/August_Kunst_(Politiker)","Kunst besuchte die Volksschule, absolvierte eine Ausbildung als Schreiner und nahm am Ersten Weltkrieg teil. Er war ab 1921 Senior der Kolpingfamilie Montabaur und von 1923 bis 1933 als selbständiger Möbelhändler tätig. 1945 wurde er Geschäftsführer der Kreishandwerkerschaft Unterwesterwald. Er war Vorsitzender des Verwaltungsrates des örtlichen Arbeitsamtes und Zweiter Vorsitzender der AOK für den Unterwesterwaldkreis.
"
"DEU","359069","Q763204","August_Neuburger","August Neuburger","male",NA,"catholicism",1902-12-22,1999-02-02,"49.3,8.74","49.41222,8.71","https://de.wikipedia.org/wiki/August_Neuburger",NA
"DEU","2964321","Q763510","August_Ramminger","August Ramminger","male",NA,"catholicism",1899-08-28,1975-11-29,"48.55694,9.67861","48.06778,11.37389","https://de.wikipedia.org/wiki/August_Ramminger","Nach dem Volksschulabschluss, dem Besuch der Landwirtschaftsschule und dem Abitur am Humanistischen Gymnasium nahm Ramminger 1918/19 als Soldat am Ersten Weltkrieg teil. Er studierte zunächst Philosophie und Katholische Theologie am Missionsseminar in Ravengiersburg und begann anschließend ein Studium der Germanistik, Volkswirtschaft, Staatswissenschaft und Zeitungswissenschaft an der Ludwig-Maximilians-Universität München, das er mit der Promotion zum Dr. phil. beendete.

Ramminger arbeitete während der Zeit der Weimarer Republik als Chefredakteur beim Straubinger Tagblatt. Er nahm von 1939 bis 1945 als Soldat am Zweiten Weltkrieg teil und war während des Krieges Chefredakteur der Armeezeitung der ersten Armee in Paris. Außerdem fungierte er zunächst als Leiter des Berlin-Büros der in Amsterdam ansässigen Deutschen Zeitung in den Niederlanden (DZN), später dann als Leiter der Groningener Ausgabe.[1] Zuletzt wurde er zum Leutnant der Reserve ernannt. Bei Kriegsende geriet er in britische Gefangenschaft, aus der er im Oktober 1946 entlassen wurde.

Nach seiner Entlassung aus der Kriegsgefangenschaft arbeitete Ramminger zunächst als freier Journalist. Er war seit Februar 1949 bei der Passauer Neuen Presse (PNP) tätig und dort von 1953 bis 1964 Leiter des Ressorts für Politik und Wirtschaft sowie Stellvertreter des Chefredakteurs Hans Kapfinger. Nach seinem Ausscheiden aus dem Beruf ging er 1965 nach Utting am Ammersee und verzog später nach Buchendorf bei Gauting.
"
"DEU","2408145","Q764066","August_Spies_(Politiker)","August Spies","male",NA,"catholicism",1893-12-13,1972-06-30,"49.43194,7.36","49.43194,7.36","https://de.wikipedia.org/wiki/August_Spies_(Politiker)","Nach dem Besuch der Volksschule und der Fortbildungsschule in Brücken arbeitete Spies von 1908 bis 1935 als Bergmann. 1933 wurde er kurzzeitig in „Schutzhaft“ genommen. Er war von 1935 bis 1945 als Bergbauangestellter im Saarland tätig, zuletzt auf der Grube Heinitz-Dechen. Zwischenzeitlich besuchte er von 1941 bis 1943 die Bergbauberufsschule in Heinitz bei Neunkirchen. 1945 wurde er von der Saarknappschaft in den Ruhestand versetzt.
"
"DEU","2987251","Q764451","August_Weimer","August Weimer","male",NA,"catholicism",1908-06-27,1980-01-20,"49.96694,7.895","50.0825,8.24","https://de.wikipedia.org/wiki/August_Weimer","Nach dem Besuch der Volksschule in Köln absolvierte Weimer ab 1922 eine Malerlehre, die er 1925 mit der Gehilfenprüfung abschloss. Er arbeitete von 1925 bis 1930 als Malergehilfe in Köln und war von 1930 bis 1933 als Sekretär bei den Christlichen Gewerkschaften in Köln und Breslau tätig. Nach der Machtübernahme der Nationalsozialisten musste er seine gewerkschaftliche Tätigkeit aufgeben. Anschließend arbeitete er als Malergehilfe in Breslau, wo er 1936 die Meisterprüfung bestand. Von 1936 bis 1939 sowie erneut von 1941 bis 1945 war er als selbständiger Malermeister in Breslau tätig. Er wurde 1939 zur Wehrmacht einberufen und nahm als Soldat am Zweiten Weltkrieg teil, ehe er 1941 als dienstuntauglich entlassen wurde. 1945 wurde er erneut zum Militärdienst einberufen. Zuletzt geriet er in sowjetische Gefangenschaft, aus der er 1948 entlassen wurde.

Weimer arbeitete seit 1949 als Rechtsstellensekretär beim DGB in Wiesbaden, war seit 1952 als Geschäftsführer der IG Bau-Steine-Erden tätig und wurde 1960 in den Hauptvorstand der Gewerkschaft gewählt. Daneben war er Vorstandsmitglied der Landesversicherungsanstalt Hessen, Vorstandsmitglied der AOK Wiesbaden und seit 1960 Verwaltungsratsmitglied der Bundesanstalt für Arbeitsvermittlung und Arbeitslosenversicherung. Außerdem war er als Landesarbeitsrichter in Frankfurt am Main und als Bundesarbeitsrichter in Kassel tätig. Darüber hinaus wirkte er als Dozent an der Christlichen Sozialschule in Wiesbaden.
"
"DEU","3271993","Q764455","August_Weinhold","August Weinhold","male",NA,NA,1892-07-31,1961-05-18,"50.68333,18.68333","52.223,8.77953","https://de.wikipedia.org/wiki/August_Weinhold",""
"DEU","11934904","Q108177929","Awet_Tesfaiesus","Awet Tesfaiesus","female",NA,NA,1974-10-05,NA,"15.33333,38.91667",NA,"https://de.wikipedia.org/wiki/Awet_Tesfaiesus","Tesfaiesus wurde 1974 in der damals äthiopischen Stadt Asmara geboren. Als sie zehn Jahre alt war, flüchtete ihre Familie aufgrund des Eritreischen Unabhängigkeitskrieges nach Deutschland und ließ sich in der Nähe von Heidelberg nieder.[3]
Im Jahr 2001 legte Tesfaiesus ihr Erstes juristisches Staatsexamen an der Universität Heidelberg ab, im Jahr 2006 ihr Zweites juristisches Staatsexamen am Oberlandesgericht Frankfurt am Main. Seit 2006 verfügt sie über eine Anwaltszulassung. Von 2008 bis zum Einzug in den Bundestag 2021 war sie Partnerin einer Anwaltskanzlei in Kassel, ihr Schwerpunkt lag im Bereich Asylrecht.[3] Mit der Übernahme ihres Bundestagsmandats beendete Tesfaiesus ihre Kanzleipartnerschaft und ist seitdem nicht mehr als Anwältin erwerbstätig, hat jedoch ihre Anwaltszulassung unter Befreiung von der Kanzleipflicht behalten.

Tesfaiesus lebt in Nordhessen.
"
"DEU","237881","Q111067","Axel_Berg_(Politiker)","Axel Berg","male","white",NA,1959-03-26,NA,"48.77611,9.1775",NA,"https://de.wikipedia.org/wiki/Axel_Berg_(Politiker)",""
"DEU","435440","Q89411","Axel_de_Vries","Axel de Vries","male",NA,NA,1892-06-16,1963-01-24,"58.96667,26.03333","50.73389,7.09972","https://de.wikipedia.org/wiki/Axel_de_Vries",""
"DEU","11949435","Q108703331","Axel_Echeverria","Axel Echeverria","male",NA,NA,1980-03-19,NA,"51.43333,7.33333",NA,"https://de.wikipedia.org/wiki/Axel_Echeverria","Echeverria wuchs als Sohn einer deutschen Mutter und eines spanischen Vaters[1] im Ennepe-Ruhr-Kreis auf und machte sein Abitur an der Hardenstein-Gesamtschule. Danach schloss er seinen Zivildienst an der Christopherus-Schule in Bochum ab. Daraufhin studierte er Geschichtswissenschaften und Romanistik an der Ruhr-Universität in Bochum. Von 2013 bis 2019 war er als Wissenschaftlicher Mitarbeiter im Deutschen Bundestag tätig.[2] Seit 2019 arbeitet Echeverria bei der Agentur für Arbeit.[3]
Echeverria besitzt neben der deutschen auch die spanische Staatsbürgerschaft.[1]"
